Artista,Artista Album,Titolo,Posizione,Durata,Album,Anno,Paese,Etichetta,Catalogo,Formato,Genere,Stile,Cartella,URL Discogs,Cover,Written By,Crediti Traccia,Note
Pino Mauro,Pino Mauro,'O Delinquente,B6,,Calibro 9,0,Italy,"Hello Records, Hello Records","HR 1028, LP 1038",Vinyl / LP | Album / Gatefold,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/12040033-Pino-Mauro-Calibro-9,https://i.discogs.com/czv9FYGH3ahxJjGqNMY-3QpkbwXG_v_LXTmCBiRVHe0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyMDQw/MDMzLTE1MjcwODEy/NTMtMzg5Ny5qcGVn.jpeg,Antonio Rispoli | Enzo Di Domenico,Antonio Rispoli [Written-By] | Enzo Di Domenico [Written-By],
Enzo Romagnoli,Enzo Romagnoli,Canzona 'Mbriaca,A1,,Enzo Romagnoli,1974,Italy,Junghans,SSG 10015,Vinyl / LP | Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/30352229-Enzo-Romagnoli-Enzo-Romagnoli,https://i.discogs.com/McRq21-x9caNkLU7vf_i9mcZwCKpXNpJiOfND-07lD8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzUy/MjI5LTE3MTI3NDc4/MzEtNTA0Ny5qcGVn.jpeg,,,
Enzo Romagnoli,Enzo Romagnoli,'O Meglio Amico,A2,,Enzo Romagnoli,1974,Italy,Junghans,SSG 10015,Vinyl / LP | Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/30352229-Enzo-Romagnoli-Enzo-Romagnoli,https://i.discogs.com/McRq21-x9caNkLU7vf_i9mcZwCKpXNpJiOfND-07lD8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzUy/MjI5LTE3MTI3NDc4/MzEtNTA0Ny5qcGVn.jpeg,,,
Enzo Romagnoli,Enzo Romagnoli,Aniello 'A Fede,A3,,Enzo Romagnoli,1974,Italy,Junghans,SSG 10015,Vinyl / LP | Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/30352229-Enzo-Romagnoli-Enzo-Romagnoli,https://i.discogs.com/McRq21-x9caNkLU7vf_i9mcZwCKpXNpJiOfND-07lD8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzUy/MjI5LTE3MTI3NDc4/MzEtNTA0Ny5qcGVn.jpeg,,,
Enzo Romagnoli,Enzo Romagnoli,'O Cuppe' D' 'A Morte,A4,,Enzo Romagnoli,1974,Italy,Junghans,SSG 10015,Vinyl / LP | Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/30352229-Enzo-Romagnoli-Enzo-Romagnoli,https://i.discogs.com/McRq21-x9caNkLU7vf_i9mcZwCKpXNpJiOfND-07lD8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzUy/MjI5LTE3MTI3NDc4/MzEtNTA0Ny5qcGVn.jpeg,,,
Enzo Romagnoli,Enzo Romagnoli,Bellavista,A5,,Enzo Romagnoli,1974,Italy,Junghans,SSG 10015,Vinyl / LP | Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/30352229-Enzo-Romagnoli-Enzo-Romagnoli,https://i.discogs.com/McRq21-x9caNkLU7vf_i9mcZwCKpXNpJiOfND-07lD8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzUy/MjI5LTE3MTI3NDc4/MzEtNTA0Ny5qcGVn.jpeg,,,
Enzo Romagnoli,Enzo Romagnoli,Amici Cari,A6,,Enzo Romagnoli,1974,Italy,Junghans,SSG 10015,Vinyl / LP | Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/30352229-Enzo-Romagnoli-Enzo-Romagnoli,https://i.discogs.com/McRq21-x9caNkLU7vf_i9mcZwCKpXNpJiOfND-07lD8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzUy/MjI5LTE3MTI3NDc4/MzEtNTA0Ny5qcGVn.jpeg,,,
Enzo Romagnoli,Enzo Romagnoli,Zappatore,B1,,Enzo Romagnoli,1974,Italy,Junghans,SSG 10015,Vinyl / LP | Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/30352229-Enzo-Romagnoli-Enzo-Romagnoli,https://i.discogs.com/McRq21-x9caNkLU7vf_i9mcZwCKpXNpJiOfND-07lD8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzUy/MjI5LTE3MTI3NDc4/MzEtNTA0Ny5qcGVn.jpeg,,,
Enzo Romagnoli,Enzo Romagnoli,Serenata Smargiassa,B2,,Enzo Romagnoli,1974,Italy,Junghans,SSG 10015,Vinyl / LP | Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/30352229-Enzo-Romagnoli-Enzo-Romagnoli,https://i.discogs.com/McRq21-x9caNkLU7vf_i9mcZwCKpXNpJiOfND-07lD8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzUy/MjI5LTE3MTI3NDc4/MzEtNTA0Ny5qcGVn.jpeg,,,
Enzo Romagnoli,Enzo Romagnoli,Sienteme Figlio,B3,,Enzo Romagnoli,1974,Italy,Junghans,SSG 10015,Vinyl / LP | Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/30352229-Enzo-Romagnoli-Enzo-Romagnoli,https://i.discogs.com/McRq21-x9caNkLU7vf_i9mcZwCKpXNpJiOfND-07lD8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzUy/MjI5LTE3MTI3NDc4/MzEtNTA0Ny5qcGVn.jpeg,,,
Enzo Romagnoli,Enzo Romagnoli,Comico Da Salotto,B4,,Enzo Romagnoli,1974,Italy,Junghans,SSG 10015,Vinyl / LP | Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/30352229-Enzo-Romagnoli-Enzo-Romagnoli,https://i.discogs.com/McRq21-x9caNkLU7vf_i9mcZwCKpXNpJiOfND-07lD8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzUy/MjI5LTE3MTI3NDc4/MzEtNTA0Ny5qcGVn.jpeg,,,
Enzo Romagnoli,Enzo Romagnoli,Ammore Preputente,B5,,Enzo Romagnoli,1974,Italy,Junghans,SSG 10015,Vinyl / LP | Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/30352229-Enzo-Romagnoli-Enzo-Romagnoli,https://i.discogs.com/McRq21-x9caNkLU7vf_i9mcZwCKpXNpJiOfND-07lD8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzUy/MjI5LTE3MTI3NDc4/MzEtNTA0Ny5qcGVn.jpeg,,,
Enzo Romagnoli,Enzo Romagnoli,Cinematografo,B6,,Enzo Romagnoli,1974,Italy,Junghans,SSG 10015,Vinyl / LP | Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/30352229-Enzo-Romagnoli-Enzo-Romagnoli,https://i.discogs.com/McRq21-x9caNkLU7vf_i9mcZwCKpXNpJiOfND-07lD8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMzUy/MjI5LTE3MTI3NDc4/MzEtNTA0Ny5qcGVn.jpeg,,,
Enzo Romagnoli,Enzo Romagnoli,Questione 'E Tuocco,A1,,Enzo Romagnoli Vol. 2,1973,Italy,Junghans,SSG 10016,Vinyl / LP | Album,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/27094425-Enzo-Romagnoli-Enzo-Romagnoli-Vol-2,https://i.discogs.com/sdFGhwr2ICUXHZiMb28wvHxfOarc41JXTpjafx_cQu4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MDk0/NDI1LTE2ODUxNjk3/NTQtNTI1Mi5qcGVn.jpeg,E. A. Mario | Giuseppe Barra,E. A. Mario [Written-By] | Giuseppe Barra [Written-By],
Enzo Romagnoli,Enzo Romagnoli,Scusate 'Na Preghiera,A2,,Enzo Romagnoli Vol. 2,1973,Italy,Junghans,SSG 10016,Vinyl / LP | Album,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/27094425-Enzo-Romagnoli-Enzo-Romagnoli-Vol-2,https://i.discogs.com/sdFGhwr2ICUXHZiMb28wvHxfOarc41JXTpjafx_cQu4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MDk0/NDI1LTE2ODUxNjk3/NTQtNTI1Mi5qcGVn.jpeg,Arturo Trusiano | Umberto Colonnese,Arturo Trusiano [Written-By] | Umberto Colonnese [Written-By],
Enzo Romagnoli,Enzo Romagnoli,Pupazzetti,A3,,Enzo Romagnoli Vol. 2,1973,Italy,Junghans,SSG 10016,Vinyl / LP | Album,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/27094425-Enzo-Romagnoli-Enzo-Romagnoli-Vol-2,https://i.discogs.com/sdFGhwr2ICUXHZiMb28wvHxfOarc41JXTpjafx_cQu4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MDk0/NDI1LTE2ODUxNjk3/NTQtNTI1Mi5qcGVn.jpeg,Gigi Pisano | Giuseppe Cioffi,Gigi Pisano [Written-By] | Giuseppe Cioffi [Written-By],
Enzo Romagnoli,Enzo Romagnoli,Figlio 'E Guappo,A4,,Enzo Romagnoli Vol. 2,1973,Italy,Junghans,SSG 10016,Vinyl / LP | Album,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/27094425-Enzo-Romagnoli-Enzo-Romagnoli-Vol-2,https://i.discogs.com/sdFGhwr2ICUXHZiMb28wvHxfOarc41JXTpjafx_cQu4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MDk0/NDI1LTE2ODUxNjk3/NTQtNTI1Mi5qcGVn.jpeg,Arturo Gigliati | Furio Rendine,Arturo Gigliati [Written-By] | Furio Rendine [Written-By],
Enzo Romagnoli,Enzo Romagnoli,Povera Figlia,A5,,Enzo Romagnoli Vol. 2,1973,Italy,Junghans,SSG 10016,Vinyl / LP | Album,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/27094425-Enzo-Romagnoli-Enzo-Romagnoli-Vol-2,https://i.discogs.com/sdFGhwr2ICUXHZiMb28wvHxfOarc41JXTpjafx_cQu4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MDk0/NDI1LTE2ODUxNjk3/NTQtNTI1Mi5qcGVn.jpeg,Giuseppe Anepeta | Giuseppe Sacco,Giuseppe Anepeta [Written-By] | Giuseppe Sacco [Written-By],
Enzo Romagnoli,Enzo Romagnoli,I' Voglio A Papà Mio,A6,,Enzo Romagnoli Vol. 2,1973,Italy,Junghans,SSG 10016,Vinyl / LP | Album,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/27094425-Enzo-Romagnoli-Enzo-Romagnoli-Vol-2,https://i.discogs.com/sdFGhwr2ICUXHZiMb28wvHxfOarc41JXTpjafx_cQu4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MDk0/NDI1LTE2ODUxNjk3/NTQtNTI1Mi5qcGVn.jpeg,Arturo Trusiano | Enzo Barile,Arturo Trusiano [Written-By] | Enzo Barile [Written-By],
Enzo Romagnoli,Enzo Romagnoli,'O Marenaro,B1,,Enzo Romagnoli Vol. 2,1973,Italy,Junghans,SSG 10016,Vinyl / LP | Album,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/27094425-Enzo-Romagnoli-Enzo-Romagnoli-Vol-2,https://i.discogs.com/sdFGhwr2ICUXHZiMb28wvHxfOarc41JXTpjafx_cQu4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MDk0/NDI1LTE2ODUxNjk3/NTQtNTI1Mi5qcGVn.jpeg,Francesco Buongiovanni | Gigi Pisano,Francesco Buongiovanni [Written-By] | Gigi Pisano [Written-By],
Enzo Romagnoli,Enzo Romagnoli,Tribbunale,B2,,Enzo Romagnoli Vol. 2,1973,Italy,Junghans,SSG 10016,Vinyl / LP | Album,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/27094425-Enzo-Romagnoli-Enzo-Romagnoli-Vol-2,https://i.discogs.com/sdFGhwr2ICUXHZiMb28wvHxfOarc41JXTpjafx_cQu4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MDk0/NDI1LTE2ODUxNjk3/NTQtNTI1Mi5qcGVn.jpeg,Fiorelli | Giuseppe Anepeta,Fiorelli [Written-By] | Giuseppe Anepeta [Written-By],
Enzo Romagnoli,Enzo Romagnoli,Cecato,B3,,Enzo Romagnoli Vol. 2,1973,Italy,Junghans,SSG 10016,Vinyl / LP | Album,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/27094425-Enzo-Romagnoli-Enzo-Romagnoli-Vol-2,https://i.discogs.com/sdFGhwr2ICUXHZiMb28wvHxfOarc41JXTpjafx_cQu4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MDk0/NDI1LTE2ODUxNjk3/NTQtNTI1Mi5qcGVn.jpeg,Ferdinando Albano | Pacifico Vento,Ferdinando Albano [Written-By] | Pacifico Vento [Written-By],
Enzo Romagnoli,Enzo Romagnoli,Tarantella Scugnizza,B4,,Enzo Romagnoli Vol. 2,1973,Italy,Junghans,SSG 10016,Vinyl / LP | Album,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/27094425-Enzo-Romagnoli-Enzo-Romagnoli-Vol-2,https://i.discogs.com/sdFGhwr2ICUXHZiMb28wvHxfOarc41JXTpjafx_cQu4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MDk0/NDI1LTE2ODUxNjk3/NTQtNTI1Mi5qcGVn.jpeg,Ferdinando Albano | Libero Bovio,Ferdinando Albano [Written-By] | Libero Bovio [Written-By],
Enzo Romagnoli,Enzo Romagnoli,'O Schiaffo,B5,,Enzo Romagnoli Vol. 2,1973,Italy,Junghans,SSG 10016,Vinyl / LP | Album,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/27094425-Enzo-Romagnoli-Enzo-Romagnoli-Vol-2,https://i.discogs.com/sdFGhwr2ICUXHZiMb28wvHxfOarc41JXTpjafx_cQu4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MDk0/NDI1LTE2ODUxNjk3/NTQtNTI1Mi5qcGVn.jpeg,Ferdinando Albano | Pacifico Vento,Ferdinando Albano [Written-By] | Pacifico Vento [Written-By],
Enzo Romano,Enzo Romano,Andivina Andivina Che Re!,A1,,Napoli Voi Ed Io - Macchiette Napoletane Vol. 2,0,Italy,Kanaria,KAL 112,Vinyl / LP | Stereo,"Non-Music, Folk, World, & Country","Comedy, Canzone Napoletana",Napoletani,https://www.discogs.com/release/14391452-Enzo-Romano-Napoli-Voi-Ed-Io-Macchiette-Napoletane-Vol-2,https://i.discogs.com/_V09kEfpO_GWeViBOM7Pdj5xoOGVUc1CpGbO-t39UYQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NDUyLTE1NzM1ODE1/NjItNTc3MS5qcGVn.jpeg,,,
Enzo Romano,Enzo Romano,Sofia,A2,,Napoli Voi Ed Io - Macchiette Napoletane Vol. 2,0,Italy,Kanaria,KAL 112,Vinyl / LP | Stereo,"Non-Music, Folk, World, & Country","Comedy, Canzone Napoletana",Napoletani,https://www.discogs.com/release/14391452-Enzo-Romano-Napoli-Voi-Ed-Io-Macchiette-Napoletane-Vol-2,https://i.discogs.com/_V09kEfpO_GWeViBOM7Pdj5xoOGVUc1CpGbO-t39UYQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NDUyLTE1NzM1ODE1/NjItNTc3MS5qcGVn.jpeg,,,
Enzo Romano,Enzo Romano,'O Nammurato Riformato,A3,,Napoli Voi Ed Io - Macchiette Napoletane Vol. 2,0,Italy,Kanaria,KAL 112,Vinyl / LP | Stereo,"Non-Music, Folk, World, & Country","Comedy, Canzone Napoletana",Napoletani,https://www.discogs.com/release/14391452-Enzo-Romano-Napoli-Voi-Ed-Io-Macchiette-Napoletane-Vol-2,https://i.discogs.com/_V09kEfpO_GWeViBOM7Pdj5xoOGVUc1CpGbO-t39UYQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NDUyLTE1NzM1ODE1/NjItNTc3MS5qcGVn.jpeg,,,
Enzo Romano,Enzo Romano,Attenti Alle Donne,A4,,Napoli Voi Ed Io - Macchiette Napoletane Vol. 2,0,Italy,Kanaria,KAL 112,Vinyl / LP | Stereo,"Non-Music, Folk, World, & Country","Comedy, Canzone Napoletana",Napoletani,https://www.discogs.com/release/14391452-Enzo-Romano-Napoli-Voi-Ed-Io-Macchiette-Napoletane-Vol-2,https://i.discogs.com/_V09kEfpO_GWeViBOM7Pdj5xoOGVUc1CpGbO-t39UYQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NDUyLTE1NzM1ODE1/NjItNTc3MS5qcGVn.jpeg,,,
Enzo Romano,Enzo Romano,La Mia Beatrice,A5,,Napoli Voi Ed Io - Macchiette Napoletane Vol. 2,0,Italy,Kanaria,KAL 112,Vinyl / LP | Stereo,"Non-Music, Folk, World, & Country","Comedy, Canzone Napoletana",Napoletani,https://www.discogs.com/release/14391452-Enzo-Romano-Napoli-Voi-Ed-Io-Macchiette-Napoletane-Vol-2,https://i.discogs.com/_V09kEfpO_GWeViBOM7Pdj5xoOGVUc1CpGbO-t39UYQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NDUyLTE1NzM1ODE1/NjItNTc3MS5qcGVn.jpeg,,,
Enzo Romano,Enzo Romano,'A Grandezza D''E Femmene,A6,,Napoli Voi Ed Io - Macchiette Napoletane Vol. 2,0,Italy,Kanaria,KAL 112,Vinyl / LP | Stereo,"Non-Music, Folk, World, & Country","Comedy, Canzone Napoletana",Napoletani,https://www.discogs.com/release/14391452-Enzo-Romano-Napoli-Voi-Ed-Io-Macchiette-Napoletane-Vol-2,https://i.discogs.com/_V09kEfpO_GWeViBOM7Pdj5xoOGVUc1CpGbO-t39UYQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NDUyLTE1NzM1ODE1/NjItNTc3MS5qcGVn.jpeg,,,
Enzo Romano,Enzo Romano,Chitarra Accatarrata,B1,,Napoli Voi Ed Io - Macchiette Napoletane Vol. 2,0,Italy,Kanaria,KAL 112,Vinyl / LP | Stereo,"Non-Music, Folk, World, & Country","Comedy, Canzone Napoletana",Napoletani,https://www.discogs.com/release/14391452-Enzo-Romano-Napoli-Voi-Ed-Io-Macchiette-Napoletane-Vol-2,https://i.discogs.com/_V09kEfpO_GWeViBOM7Pdj5xoOGVUc1CpGbO-t39UYQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NDUyLTE1NzM1ODE1/NjItNTc3MS5qcGVn.jpeg,,,
Enzo Romano,Enzo Romano,'E Allora,B2,,Napoli Voi Ed Io - Macchiette Napoletane Vol. 2,0,Italy,Kanaria,KAL 112,Vinyl / LP | Stereo,"Non-Music, Folk, World, & Country","Comedy, Canzone Napoletana",Napoletani,https://www.discogs.com/release/14391452-Enzo-Romano-Napoli-Voi-Ed-Io-Macchiette-Napoletane-Vol-2,https://i.discogs.com/_V09kEfpO_GWeViBOM7Pdj5xoOGVUc1CpGbO-t39UYQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NDUyLTE1NzM1ODE1/NjItNTc3MS5qcGVn.jpeg,,,
Enzo Romano,Enzo Romano,'O Sicariello E 'A Caccavella,B3,,Napoli Voi Ed Io - Macchiette Napoletane Vol. 2,0,Italy,Kanaria,KAL 112,Vinyl / LP | Stereo,"Non-Music, Folk, World, & Country","Comedy, Canzone Napoletana",Napoletani,https://www.discogs.com/release/14391452-Enzo-Romano-Napoli-Voi-Ed-Io-Macchiette-Napoletane-Vol-2,https://i.discogs.com/_V09kEfpO_GWeViBOM7Pdj5xoOGVUc1CpGbO-t39UYQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NDUyLTE1NzM1ODE1/NjItNTc3MS5qcGVn.jpeg,,,
Enzo Romano,Enzo Romano,La Panse',B4,,Napoli Voi Ed Io - Macchiette Napoletane Vol. 2,0,Italy,Kanaria,KAL 112,Vinyl / LP | Stereo,"Non-Music, Folk, World, & Country","Comedy, Canzone Napoletana",Napoletani,https://www.discogs.com/release/14391452-Enzo-Romano-Napoli-Voi-Ed-Io-Macchiette-Napoletane-Vol-2,https://i.discogs.com/_V09kEfpO_GWeViBOM7Pdj5xoOGVUc1CpGbO-t39UYQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NDUyLTE1NzM1ODE1/NjItNTc3MS5qcGVn.jpeg,,,
Enzo Romano,Enzo Romano,Chelle 'E Rinte E Chelle 'E Fora,B5,,Napoli Voi Ed Io - Macchiette Napoletane Vol. 2,0,Italy,Kanaria,KAL 112,Vinyl / LP | Stereo,"Non-Music, Folk, World, & Country","Comedy, Canzone Napoletana",Napoletani,https://www.discogs.com/release/14391452-Enzo-Romano-Napoli-Voi-Ed-Io-Macchiette-Napoletane-Vol-2,https://i.discogs.com/_V09kEfpO_GWeViBOM7Pdj5xoOGVUc1CpGbO-t39UYQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NDUyLTE1NzM1ODE1/NjItNTc3MS5qcGVn.jpeg,,,
Enzo Romano,Enzo Romano,Iva,B6,,Napoli Voi Ed Io - Macchiette Napoletane Vol. 2,0,Italy,Kanaria,KAL 112,Vinyl / LP | Stereo,"Non-Music, Folk, World, & Country","Comedy, Canzone Napoletana",Napoletani,https://www.discogs.com/release/14391452-Enzo-Romano-Napoli-Voi-Ed-Io-Macchiette-Napoletane-Vol-2,https://i.discogs.com/_V09kEfpO_GWeViBOM7Pdj5xoOGVUc1CpGbO-t39UYQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NDUyLTE1NzM1ODE1/NjItNTc3MS5qcGVn.jpeg,,,
Nino Fiore,Nino Fiore,'O Paese D'O Sole,A1 ,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
Nino Fiore,Nino Fiore,Sona Chitarra,A2,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
Nino Fiore,Nino Fiore,Guapparia,A3,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
Nino Fiore,Nino Fiore,Canzona Appassiunata,A4,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
