Artista,Artista Album,Titolo,Posizione,Durata,Album,Anno,Paese,Etichetta,Catalogo,Formato,Genere,Stile,Cartella,URL Discogs,Cover,Written By,Crediti Traccia,Note
Nino Fiore,Nino Fiore,Mandulinata A Surriento,A5,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
Nino Fiore,Nino Fiore,Miez' 'O Grano,A6,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
Nino Fiore,Nino Fiore,Qui Fu Napoli,A7,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
Nino Fiore,Nino Fiore,'E Duie Paravise,B1,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
Nino Fiore,Nino Fiore,'O Zampugnaro Innammurato,B2,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
Nino Fiore,Nino Fiore,Tarantella De Vase,B3,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
Nino Fiore,Nino Fiore,'Na Sera 'E Maggio,B4,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
Nino Fiore,Nino Fiore,'O Mare Canta,B5,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
Nino Fiore,Nino Fiore,Tutta Pe' Me,B6,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
Nino Fiore,Nino Fiore,Tarantella Luciana,B7,,Napoli Eterna Melodia Vol. II°,1967,Italy,KappaO,SCT 30003,Vinyl / LP,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/8698226-Nino-Fiore-Napoli-Eterna-Melodia-Vol-II,https://i.discogs.com/IUem8dmOthE2Iv3nS7bSA7hmQKIWwRkguoseSN0vXJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTgy/MjYtMTY1MDg3MzU3/MS05MTY1LmpwZWc.jpeg,,,
Mimmo Taurino,Mimmo Taurino,Oggi E' Festa,A1,3:00,Oggi E' Festa,1984,Italy,M.E.A. Sud,BMLP 559,Vinyl / LP | Album | Stereo,"Electronic, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14732584-Mimmo-Taurino-Oggi-E-Festa,https://i.discogs.com/CwOyhjK1hc8AKvDKZDXyw5FJZrufXbVuDWPZGqoBO14/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NzMy/NTg0LTE1ODA1NTE4/MTctOTE2NS5qcGVn.jpeg,,,
Mimmo Taurino,Mimmo Taurino,'O Bene Tuoie,A2,4:15,Oggi E' Festa,1984,Italy,M.E.A. Sud,BMLP 559,Vinyl / LP | Album | Stereo,"Electronic, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14732584-Mimmo-Taurino-Oggi-E-Festa,https://i.discogs.com/CwOyhjK1hc8AKvDKZDXyw5FJZrufXbVuDWPZGqoBO14/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NzMy/NTg0LTE1ODA1NTE4/MTctOTE2NS5qcGVn.jpeg,,Emanuela Piccolo [Featuring],
Mimmo Taurino,Mimmo Taurino,Aggio Bisogno 'E Te',A3,4:00,Oggi E' Festa,1984,Italy,M.E.A. Sud,BMLP 559,Vinyl / LP | Album | Stereo,"Electronic, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14732584-Mimmo-Taurino-Oggi-E-Festa,https://i.discogs.com/CwOyhjK1hc8AKvDKZDXyw5FJZrufXbVuDWPZGqoBO14/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NzMy/NTg0LTE1ODA1NTE4/MTctOTE2NS5qcGVn.jpeg,,,
Mimmo Taurino,Mimmo Taurino,'N'Ammore Accussi',A4,3:10,Oggi E' Festa,1984,Italy,M.E.A. Sud,BMLP 559,Vinyl / LP | Album | Stereo,"Electronic, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14732584-Mimmo-Taurino-Oggi-E-Festa,https://i.discogs.com/CwOyhjK1hc8AKvDKZDXyw5FJZrufXbVuDWPZGqoBO14/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NzMy/NTg0LTE1ODA1NTE4/MTctOTE2NS5qcGVn.jpeg,,,
Mimmo Taurino,Mimmo Taurino,'Na Rosa E 'Na Canzone,A5,3:00,Oggi E' Festa,1984,Italy,M.E.A. Sud,BMLP 559,Vinyl / LP | Album | Stereo,"Electronic, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14732584-Mimmo-Taurino-Oggi-E-Festa,https://i.discogs.com/CwOyhjK1hc8AKvDKZDXyw5FJZrufXbVuDWPZGqoBO14/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NzMy/NTg0LTE1ODA1NTE4/MTctOTE2NS5qcGVn.jpeg,,,
Mimmo Taurino,Mimmo Taurino,'A Cartulina,B1,4:00,Oggi E' Festa,1984,Italy,M.E.A. Sud,BMLP 559,Vinyl / LP | Album | Stereo,"Electronic, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14732584-Mimmo-Taurino-Oggi-E-Festa,https://i.discogs.com/CwOyhjK1hc8AKvDKZDXyw5FJZrufXbVuDWPZGqoBO14/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NzMy/NTg0LTE1ODA1NTE4/MTctOTE2NS5qcGVn.jpeg,,,
Mimmo Taurino,Mimmo Taurino,Attrazione,B2,2:24,Oggi E' Festa,1984,Italy,M.E.A. Sud,BMLP 559,Vinyl / LP | Album | Stereo,"Electronic, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14732584-Mimmo-Taurino-Oggi-E-Festa,https://i.discogs.com/CwOyhjK1hc8AKvDKZDXyw5FJZrufXbVuDWPZGqoBO14/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NzMy/NTg0LTE1ODA1NTE4/MTctOTE2NS5qcGVn.jpeg,,,
Mimmo Taurino,Mimmo Taurino,'A Pupata,B3,2:58,Oggi E' Festa,1984,Italy,M.E.A. Sud,BMLP 559,Vinyl / LP | Album | Stereo,"Electronic, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14732584-Mimmo-Taurino-Oggi-E-Festa,https://i.discogs.com/CwOyhjK1hc8AKvDKZDXyw5FJZrufXbVuDWPZGqoBO14/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NzMy/NTg0LTE1ODA1NTE4/MTctOTE2NS5qcGVn.jpeg,,,
Mimmo Taurino,Mimmo Taurino,'N'Ombra 'E Felicità,B4,3:10,Oggi E' Festa,1984,Italy,M.E.A. Sud,BMLP 559,Vinyl / LP | Album | Stereo,"Electronic, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14732584-Mimmo-Taurino-Oggi-E-Festa,https://i.discogs.com/CwOyhjK1hc8AKvDKZDXyw5FJZrufXbVuDWPZGqoBO14/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NzMy/NTg0LTE1ODA1NTE4/MTctOTE2NS5qcGVn.jpeg,,,
Mimmo Taurino,Mimmo Taurino,Tu Si 'O Massimo,B5,5:05,Oggi E' Festa,1984,Italy,M.E.A. Sud,BMLP 559,Vinyl / LP | Album | Stereo,"Electronic, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14732584-Mimmo-Taurino-Oggi-E-Festa,https://i.discogs.com/CwOyhjK1hc8AKvDKZDXyw5FJZrufXbVuDWPZGqoBO14/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NzMy/NTg0LTE1ODA1NTE4/MTctOTE2NS5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Che Lle Conto,1,4:03,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Palcuscenico,2,3:18,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Amaro E' 'O Bene,3,4:12,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Dduje Paravise,4,3:15,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Filumena,5,4:31,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Bandiera Bianca,6,2:25,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Luna Gelosa,7,2:31,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Nun Me Scetà,8,4:10,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni","Mare, Mare, Mare",9,3:30,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Furturella,10,2:40,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Scriveme,11,3:46,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Maliziusella,12,2:38,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Mare Verde,13,4:56,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Giacca Rossa,14,3:17,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",'O Nido D'Oro,15,2:00,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Indifferentemente,16,4:32,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Si Venesse A Chiovere,17,,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
"Lello Olmo, I Cantori Di S. Bruni","Lello Olmo, I Cantori Di S. Bruni",Michelemmà,18,2:24,Filumè,1992,Italy,"M.E.A. Sud, M.E.A. Sud","CD 309, MEA CD 309",CD / Album,"Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/37141824-Lello-Olmo-I-Cantori-Di-Sergio-Bruni-Filumè,https://i.discogs.com/CJuClOXhzgYPquJwHiaVyqZlZeW47pO4YZixZGRNz1Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MTQx/ODI0LTE3NzY4NTIy/MDktNjk2OC5qcGVn.jpeg,,,
Gigione,Gigione,O' Monaco S''A Pazzea,A1,,'O Monaco,1989,Italy,MEA Sound,VLP 661,Vinyl / LP | Album | Stereo,"Electronic, Folk, World, & Country","Canzone Napoletana, Italodance",Napoletani,https://www.discogs.com/release/8380515-Gigione-O-Monaco,https://i.discogs.com/IrJP4_H9tD2BQT-_WlNfE7oHewPvEWIQL7s32k1qymI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgzODA1/MTUtMTU4MDE2MzUx/Ni01ODAyLmpwZWc.jpeg,Gigione,Gigione [Written-By],
Gigione,Gigione,'A Figlia 'E Zi' Cuncetta,A2,,'O Monaco,1989,Italy,MEA Sound,VLP 661,Vinyl / LP | Album | Stereo,"Electronic, Folk, World, & Country","Canzone Napoletana, Italodance",Napoletani,https://www.discogs.com/release/8380515-Gigione-O-Monaco,https://i.discogs.com/IrJP4_H9tD2BQT-_WlNfE7oHewPvEWIQL7s32k1qymI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgzODA1/MTUtMTU4MDE2MzUx/Ni01ODAyLmpwZWc.jpeg,Gigione,Gigione [Written-By],
Gigione,Gigione,Sott 'O Piumone,A3,,'O Monaco,1989,Italy,MEA Sound,VLP 661,Vinyl / LP | Album | Stereo,"Electronic, Folk, World, & Country","Canzone Napoletana, Italodance",Napoletani,https://www.discogs.com/release/8380515-Gigione-O-Monaco,https://i.discogs.com/IrJP4_H9tD2BQT-_WlNfE7oHewPvEWIQL7s32k1qymI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgzODA1/MTUtMTU4MDE2MzUx/Ni01ODAyLmpwZWc.jpeg,Franco Percopo | Gigione,Franco Percopo [Written-By] | Gigione [Written-By],
